# Lines beginning with `#' are comments and are ignored.
# Blank lines are significant: do not add or remove!
# _database_code_amcsd 0000158
#
# sg, abc, angles.
15a	10.129 8.306 8.533	90 112.19 90
# ctl, extra.
0.25 0.75 0.875	0.5 1.0
# limits.
--

# rad/asf, n, limits, comb.
Ca2+	4	--	--
S6+;S	8	--	--
Na1+	8	--	--
O2-	32	--	--
# zooms.
2.8:1-1
1.2:2,0-1
# comb, bound.
#0@e1	0	0.9356	0.25
#1@f1	0.1856	0.2143	0.1888
#2@f1	0.1371	0.4445	0.4394
#3@f1	0.1252	0.0894	0.0583
#3@f1	0.1616	0.1633	0.3399
#3@f1	0.3400	0.2294	0.2303
#3@f1	0.1134	0.3697	0.1325

# 2theta, fwhm, hkl, mult, val.
14.24	0.1	1 1 0	4	44.67
18.92	0.1	2 0 0	2	23.65
20.26	0.1	1 1 1	4	72.31
21.40	0.1	0 2 0	2	13.65
22.51	0.1	0 0 2	2	73.10
23.33	0.1	-2 0 2	2	9.08
23.46	0.1	-1 1 2	4	17.28
28.09	0.1	-2 2 1	4	100.00
28.54	0.1	-3 1 1	4	97.38
28.71	0.1	2 2 0	4	81.26
29.67	0.1	1 1 2	4	46.10
30.55	0.1	3 1 0	4	16.06
31.25	0.1	0 2 2	4	68.33
31.86	0.1	-2 2 2	4	93.74
33.46	0.1	-1 1 3	4	83.41
33.51	0.1	2 2 1	4	10.77
36.32	0.1	3 1 1	4	32.34
36.43	0.1	-4 0 2	2	11.04
36.84	0.1	1 3 1	4	5.81
36.98	0.1	-3 1 3	4	4.72
38.39	0.1	4 0 0	2	27.06
38.89	0.1	-2 2 3	4	1.43
41.20	0.1	2 2 2	4	8.84
42.21	0.1	-3 3 1	4	17.34
42.64	0.1	-4 2 2	4	10.56
43.03	0.1	1 3 2	4	4.79
43.67	0.1	3 3 0	4	20.92
44.51	0.1	-1 1 4	4	27.80
44.58	0.1	3 1 2	4	1.12
45.15	0.1	0 4 1	4	48.01
45.42	0.1	-3 1 4	4	22.70
45.86	0.1	-1 3 3	4	5.59
46.37	0.1	-5 1 2	4	14.63
46.46	0.1	-4 2 3	4	5.61
47.51	0.1	-2 4 1	4	7.63
47.70	0.1	-4 0 4	2	13.84
47.91	0.1	2 4 0	4	3.45
47.99	0.1	-2 2 4	4	3.04
48.09	0.1	3 3 1	4	2.63
49.06	0.1	-5 1 3	4	4.17
49.60	0.1	0 4 2	4	4.91
49.66	0.1	4 2 1	4	3.41
49.84	0.1	5 1 0	4	11.13
50.73	0.1	2 2 3	4	17.01
51.17	0.1	2 4 1	4	9.47
51.41	0.1	1 3 3	4	28.01
52.36	0.1	4 0 2	2	3.40
54.35	0.1	-6 0 2	2	4.72
54.36	0.1	-5 1 4	4	2.72
54.88	0.1	-1 3 4	4	3.19
54.94	0.1	3 3 2	4	6.09
55.47	0.1	-3 1 5	4	5.72
56.37	0.1	-1 1 5	4	12.89
56.43	0.1	0 4 3	4	3.82
56.71	0.1	-1 5 1	4	1.91
56.73	0.1	-5 3 1	4	18.95
56.93	0.1	2 4 2	4	2.43
57.02	0.1	2 0 4	2	3.44
57.19	0.1	4 2 2	4	17.03
58.36	0.1	1 5 1	4	4.28
58.84	0.1	-5 3 3	4	1.09
59.10	0.1	6 0 0	2	12.95
59.53	0.1	5 3 0	4	1.52
60.11	0.1	-6 2 1	4	1.63
60.57	0.1	-6 2 3	4	6.15
61.17	0.1	-4 4 3	4	7.19
61.61	0.1	2 2 4	4	1.05
62.45	0.1	-2 4 4	4	3.52
62.93	0.1	0 2 5	4	1.35
63.41	0.1	3 5 0	4	4.03
63.60	0.1	6 2 0	4	1.15
63.63	0.1	-3 5 2	4	1.51
63.71	0.1	3 3 3	4	1.13
64.48	0.1	-6 2 4	4	4.90
64.59	0.1	-3 3 5	4	12.38
64.69	0.1	5 3 1	4	4.77
64.77	0.1	2 4 3	4	3.45
65.12	0.1	-1 5 3	4	9.99
65.19	0.1	0 4 4	4	2.09
65.42	0.1	-1 3 5	4	3.21
65.54	0.1	-7 1 2	4	2.09
66.05	0.1	-2 0 6	2	2.44
66.19	0.1	-7 1 3	4	7.96
66.54	0.1	4 2 3	4	2.72
66.90	0.1	3 5 1	4	2.70
67.10	0.1	-4 0 6	2	1.05
67.68	0.1	0 6 0	2	2.17
68.86	0.1	0 6 1	4	1.68
70.43	0.1	4 4 2	4	2.05
70.49	0.1	-5 3 5	4	2.71
70.60	0.1	-6 2 5	4	5.55
70.68	0.1	-2 6 1	4	10.62
71.16	0.1	-5 1 6	4	3.45
71.95	0.1	5 3 2	4	1.31
72.57	0.1	-1 5 4	4	7.72
72.61	0.1	3 5 2	4	3.20
72.85	0.1	1 3 5	4	1.58
73.02	0.1	6 0 2	2	3.96
73.05	0.1	-6 4 1	4	1.17
73.96	0.1	-7 3 2	4	2.78
74.07	0.1	-4 4 5	4	2.69
74.41	0.1	-7 1 5	4	4.43
75.61	0.1	-7 3 1	4	1.29
75.78	0.1	0 2 6	4	4.08
76.24	0.1	6 4 0	4	1.13
76.88	0.1	-2 6 3	4	5.43
77.11	0.1	6 2 2	4	1.51
77.37	0.1	-1 3 6	4	2.15
77.44	0.1	-7 3 4	4	1.38
77.50	0.1	4 2 4	4	2.33
77.81	0.1	1 1 6	4	2.83
78.74	0.1	-6 2 6	4	3.27
79.38	0.1	-4 6 2	4	2.66
79.40	0.1	-8 2 2	4	1.24
79.48	0.1	-3 1 7	4	3.60
81.18	0.1	-3 5 5	4	2.70
81.60	0.1	6 4 1	4	12.25
81.71	0.1	-8 2 1	4	3.11
81.82	0.1	1 7 0	4	1.30
81.93	0.1	-1 5 5	4	1.08
82.48	0.1	-7 3 5	4	1.18
83.05	0.1	-1 1 7	4	3.64
83.47	0.1	-2 2 7	4	2.72
84.38	0.1	5 1 4	4	1.63
84.49	0.1	4 6 1	4	1.77
85.69	0.1	0 6 4	4	1.50
85.81	0.1	2 4 5	4	3.35
86.20	0.1	8 2 0	4	5.68
86.24	0.1	3 3 5	4	2.86
87.43	0.1	-3 3 7	4	1.78
87.60	0.1	1 7 2	4	7.11
88.21	0.1	-8 0 6	2	2.52
89.07	0.1	6 4 2	4	2.17
89.45	0.1	4 4 4	4	2.21

# vim:ts=8:sw=8
