# Lines beginning with `#' are comments and are ignored.
# Blank lines are significant: do not add or remove!
# _database_code_amcsd 0000428
#
# sg, abc, angles.
148a	12.868 12.868 9.821	90 90 120
# ctl, extra.
0.25 0.75 0.875	0.5 1.0
# limits.
--

# rad/asf, n, limits, comb.
Pb2+	18	--	--
Cr6+;Cr3+	3	--	--
O2-	24	--	--
Cl1-	18	--	--
# zooms.
2:1-1
# comb, bound.
#0@f1	0.4838	0.1954	0.1212
#1@b1	0	0	0.5
#2@c1	0	0	0.108
#2@f1	0.2003	0.5757	0.0627
#3@f1	0.0869	0.2886	0.1050

# 2theta, fwhm, hkl, mult, val.
12.01	0.1	1 0 1	6	20.45
13.76	0.1	1 1 0	6	45.28
18.31	0.1	0 2 1	6	27.59
19.76	0.1	0 1 2	6	75.17
22.97	0.1	2 1 1	6	31.36
22.97	0.1	3 -1 1	6	14.08
23.96	0.1	3 0 0	6	18.94
27.24	0.1	0 0 3	2	25.94
27.73	0.1	2 2 0	6	9.16
27.91	0.1	-1 3 2	6	2.28
27.91	0.1	1 2 2	6	18.97
30.32	0.1	-1 4 1	6	99.09
30.64	0.1	1 1 3	6	14.18
33.43	0.1	4 0 1	6	18.13
34.28	0.1	3 1 2	6	65.70
34.28	0.1	4 -1 2	6	5.77
36.31	0.1	5 -2 1	6	2.34
36.31	0.1	3 2 1	6	15.02
36.59	0.1	0 3 3	6	26.44
36.59	0.1	3 0 3	6	4.99
36.96	0.1	1 4 0	6	13.35
36.96	0.1	4 1 0	6	7.52
37.51	0.1	1 0 4	6	3.49
39.26	0.1	4 -2 3	6	22.75
39.26	0.1	2 2 3	6	6.14
39.75	0.1	2 3 2	6	1.57
40.13	0.1	0 2 4	6	4.26
42.62	0.1	2 1 4	6	18.64
46.29	0.1	5 1 1	6	1.41
46.52	0.1	-1 5 3	6	5.86
46.52	0.1	1 4 3	6	1.38
46.52	0.1	5 -1 3	6	5.03
46.94	0.1	6 -2 2	6	8.90
46.94	0.1	4 2 2	6	4.14
46.97	0.1	0 1 5	6	7.57
47.28	0.1	1 3 4	6	1.37
47.28	0.1	-1 4 4	6	5.25
49.05	0.1	6 0 0	6	3.66
49.16	0.1	1 5 2	6	8.98
49.48	0.1	4 0 4	6	5.04
50.69	0.1	7 -3 1	6	1.12
50.69	0.1	4 3 1	6	6.41
50.90	0.1	3 3 3	6	1.91
51.19	0.1	2 5 0	6	20.45
51.19	0.1	5 2 0	6	1.39
51.32	0.1	1 2 5	6	1.40
51.32	0.1	-1 3 5	6	6.78
51.61	0.1	5 -2 4	6	1.13
51.61	0.1	3 2 4	6	5.66
53.38	0.1	-3 7 2	6	2.73
53.38	0.1	3 4 2	6	5.76
54.82	0.1	-1 7 1	6	5.32
55.42	0.1	4 -1 5	6	2.76
55.70	0.1	0 5 4	6	1.67
57.01	0.1	0 6 3	6	1.16
57.01	0.1	6 0 3	6	1.22
57.37	0.1	7 -1 2	6	6.43
57.40	0.1	0 4 5	6	3.28
57.67	0.1	2 4 4	6	1.98
58.76	0.1	-3 8 1	6	4.48
58.95	0.1	-2 7 3	6	1.13
58.95	0.1	2 5 3	6	4.90
58.95	0.1	7 -2 3	6	5.53
58.95	0.1	5 2 3	6	4.91
59.33	0.1	-2 5 5	6	4.04
59.59	0.1	6 -1 4	6	2.92
60.66	0.1	6 2 1	6	7.08
61.20	0.1	8 -3 2	6	1.23
61.95	0.1	0 3 6	6	1.91
61.95	0.1	3 0 6	6	3.91
63.06	0.1	-2 8 2	6	6.90
63.06	0.1	2 6 2	6	1.53
63.34	0.1	7 -3 4	6	1.04
63.80	0.1	2 2 6	6	4.17
63.80	0.1	4 -2 6	6	2.87
64.92	0.1	6 -2 5	6	2.56
64.92	0.1	4 2 5	6	1.06
66.18	0.1	9 -4 1	6	1.48
66.72	0.1	1 5 5	6	3.84
66.97	0.1	-1 7 4	6	2.91
66.97	0.1	1 6 4	6	2.11
67.26	0.1	1 0 7	6	3.24
67.97	0.1	0 8 1	6	2.50
68.48	0.1	4 5 2	6	1.15
69.18	0.1	4 1 6	6	1.55
69.91	0.1	7 1 3	6	1.06
70.24	0.1	8 0 2	6	1.89
70.26	0.1	3 4 5	6	1.31
70.50	0.1	-3 8 4	6	4.24
70.78	0.1	2 1 7	6	1.37
73.20	0.1	9 -1 1	6	1.34
73.38	0.1	6 3 3	6	1.98
73.72	0.1	7 -1 5	6	2.54
73.72	0.1	6 1 5	6	1.75
74.91	0.1	4 6 1	6	1.44
76.61	0.1	10 -3 1	6	1.11
77.12	0.1	5 3 5	6	2.46
78.78	0.1	3 7 2	6	1.21
79.45	0.1	5 2 6	6	1.60
79.45	0.1	-2 7 6	6	2.00
80.14	0.1	10 -5 3	6	1.07
81.70	0.1	-1 3 8	6	1.63
82.64	0.1	2 4 7	6	1.64
83.30	0.1	1 9 1	6	2.59
83.46	0.1	0 9 3	6	1.77
84.02	0.1	9 -1 4	6	1.36
84.29	0.1	6 -1 7	6	1.67
85.02	0.1	3 1 8	6	1.36
85.43	0.1	10 -1 2	6	1.65
85.67	0.1	4 6 4	6	2.33
86.67	0.1	0 4 8	6	1.32
87.59	0.1	7 -3 7	6	1.24
88.31	0.1	-2 5 8	6	1.63

# vim:ts=8:sw=8
